,DateTime,Junction,Vehicles,ID
138,2015-11-06 18:00:00,1,20,20151106181
139,2015-11-06 19:00:00,1,24,20151106191
140,2015-11-06 20:00:00,1,18,20151106201
141,2015-11-06 21:00:00,1,19,20151106211
142,2015-11-06 22:00:00,1,16,20151106221
143,2015-11-06 23:00:00,1,17,20151106231
144,2015-11-07 00:00:00,1,16,20151107001
145,2015-11-07 01:00:00,1,16,20151107011
146,2015-11-07 02:00:00,1,10,20151107021
147,2015-11-07 03:00:00,1,9,20151107031
148,2015-11-07 04:00:00,1,8,20151107041
149,2015-11-07 05:00:00,1,7,20151107051
150,2015-11-07 06:00:00,1,9,20151107061
151,2015-11-07 07:00:00,1,8,20151107071
152,2015-11-07 08:00:00,1,12,20151107081
153,2015-11-07 09:00:00,1,13,20151107091
154,2015-11-07 10:00:00,1,17,20151107101
155,2015-11-07 11:00:00,1,14,20151107111
156,2015-11-07 12:00:00,1,14,20151107121
157,2015-11-07 13:00:00,1,14,20151107131
158,2015-11-07 14:00:00,1,14,20151107141
159,2015-11-07 15:00:00,1,11,20151107151
160,2015-11-07 16:00:00,1,15,20151107161
161,2015-11-07 17:00:00,1,13,20151107171
162,2015-11-07 18:00:00,1,12,20151107181
163,2015-11-07 19:00:00,1,17,20151107191
164,2015-11-07 20:00:00,1,18,20151107201
165,2015-11-07 21:00:00,1,17,20151107211
166,2015-11-07 22:00:00,1,16,20151107221
167,2015-11-07 23:00:00,1,15,20151107231
168,2015-11-08 00:00:00,1,13,20151108001
169,2015-11-08 01:00:00,1,16,20151108011
170,2015-11-08 02:00:00,1,11,20151108021
171,2015-11-08 03:00:00,1,8,20151108031
172,2015-11-08 04:00:00,1,10,20151108041
173,2015-11-08 05:00:00,1,10,20151108051
174,2015-11-08 06:00:00,1,10,20151108061
175,2015-11-08 07:00:00,1,9,20151108071
176,2015-11-08 08:00:00,1,11,20151108081
177,2015-11-08 09:00:00,1,12,20151108091
178,2015-11-08 10:00:00,1,18,20151108101
179,2015-11-08 11:00:00,1,14,20151108111
180,2015-11-08 12:00:00,1,17,20151108121
181,2015-11-08 13:00:00,1,14,20151108131
182,2015-11-08 14:00:00,1,14,20151108141
183,2015-11-08 15:00:00,1,14,20151108151
184,2015-11-08 16:00:00,1,12,20151108161
185,2015-11-08 17:00:00,1,14,20151108171
186,2015-11-08 18:00:00,1,18,20151108181
187,2015-11-08 19:00:00,1,13,20151108191
188,2015-11-08 20:00:00,1,16,20151108201
189,2015-11-08 21:00:00,1,18,20151108211
190,2015-11-08 22:00:00,1,14,20151108221
191,2015-11-08 23:00:00,1,14,20151108231
192,2015-11-09 00:00:00,1,13,20151109001
193,2015-11-09 01:00:00,1,15,20151109011
194,2015-11-09 02:00:00,1,11,20151109021
195,2015-11-09 03:00:00,1,10,20151109031
196,2015-11-09 04:00:00,1,9,20151109041
197,2015-11-09 05:00:00,1,8,20151109051
198,2015-11-09 06:00:00,1,8,20151109061
199,2015-11-09 07:00:00,1,10,20151109071
200,2015-11-09 08:00:00,1,11,20151109081
201,2015-11-09 09:00:00,1,17,20151109091
202,2015-11-09 10:00:00,1,19,20151109101
203,2015-11-09 11:00:00,1,22,20151109111
204,2015-11-09 12:00:00,1,23,20151109121
205,2015-11-09 13:00:00,1,23,20151109131
206,2015-11-09 14:00:00,1,24,20151109141
207,2015-11-09 15:00:00,1,24,20151109151
208,2015-11-09 16:00:00,1,19,20151109161
209,2015-11-09 17:00:00,1,19,20151109171
210,2015-11-09 18:00:00,1,20,20151109181
211,2015-11-09 19:00:00,1,31,20151109191
212,2015-11-09 20:00:00,1,25,20151109201
213,2015-11-09 21:00:00,1,35,20151109211
214,2015-11-09 22:00:00,1,21,20151109221
215,2015-11-09 23:00:00,1,24,20151109231
216,2015-11-10 00:00:00,1,19,20151110001
217,2015-11-10 01:00:00,1,19,20151110011
218,2015-11-10 02:00:00,1,18,20151110021
219,2015-11-10 03:00:00,1,17,20151110031
220,2015-11-10 04:00:00,1,12,20151110041
221,2015-11-10 05:00:00,1,10,20151110051
222,2015-11-10 06:00:00,1,14,20151110061
223,2015-11-10 07:00:00,1,15,20151110071
224,2015-11-10 08:00:00,1,14,20151110081
225,2015-11-10 09:00:00,1,34,20151110091
226,2015-11-10 10:00:00,1,40,20151110101
227,2015-11-10 11:00:00,1,38,20151110111
228,2015-11-10 12:00:00,1,36,20151110121
229,2015-11-10 13:00:00,1,27,20151110131
230,2015-11-10 14:00:00,1,48,20151110141
231,2015-11-10 15:00:00,1,43,20151110151
232,2015-11-10 16:00:00,1,41,20151110161
233,2015-11-10 17:00:00,1,35,20151110171
234,2015-11-10 18:00:00,1,40,20151110181
235,2015-11-10 19:00:00,1,40,20151110191
236,2015-11-10 20:00:00,1,40,20151110201
237,2015-11-10 21:00:00,1,36,20151110211
238,2015-11-10 22:00:00,1,37,20151110221
239,2015-11-10 23:00:00,1,35,20151110231
240,2015-11-11 00:00:00,1,28,20151111001
241,2015-11-11 01:00:00,1,25,20151111011
242,2015-11-11 02:00:00,1,19,20151111021
243,2015-11-11 03:00:00,1,21,20151111031
244,2015-11-11 04:00:00,1,20,20151111041
245,2015-11-11 05:00:00,1,15,20151111051
246,2015-11-11 06:00:00,1,17,20151111061
247,2015-11-11 07:00:00,1,14,20151111071
248,2015-11-11 08:00:00,1,19,20151111081
249,2015-11-11 09:00:00,1,22,20151111091
250,2015-11-11 10:00:00,1,30,20151111101
251,2015-11-11 11:00:00,1,26,20151111111
252,2015-11-11 12:00:00,1,26,20151111121
253,2015-11-11 13:00:00,1,23,20151111131
254,2015-11-11 14:00:00,1,23,20151111141
255,2015-11-11 15:00:00,1,24,20151111151
256,2015-11-11 16:00:00,1,22,20151111161
257,2015-11-11 17:00:00,1,24,20151111171
258,2015-11-11 18:00:00,1,26,20151111181
259,2015-11-11 19:00:00,1,27,20151111191
260,2015-11-11 20:00:00,1,22,20151111201
261,2015-11-11 21:00:00,1,23,20151111211
262,2015-11-11 22:00:00,1,22,20151111221
263,2015-11-11 23:00:00,1,22,20151111231
264,2015-11-12 00:00:00,1,22,20151112001
265,2015-11-12 01:00:00,1,17,20151112011
266,2015-11-12 02:00:00,1,15,20151112021
267,2015-11-12 03:00:00,1,12,20151112031
268,2015-11-12 04:00:00,1,13,20151112041
269,2015-11-12 05:00:00,1,9,20151112051
270,2015-11-12 06:00:00,1,14,20151112061
271,2015-11-12 07:00:00,1,13,20151112071
272,2015-11-12 08:00:00,1,15,20151112081
273,2015-11-12 09:00:00,1,27,20151112091
274,2015-11-12 10:00:00,1,39,20151112101
275,2015-11-12 11:00:00,1,40,20151112111
276,2015-11-12 12:00:00,1,36,20151112121
277,2015-11-12 13:00:00,1,34,20151112131
278,2015-11-12 14:00:00,1,33,20151112141
279,2015-11-12 15:00:00,1,28,20151112151
280,2015-11-12 16:00:00,1,30,20151112161
281,2015-11-12 17:00:00,1,26,20151112171
282,2015-11-12 18:00:00,1,30,20151112181
283,2015-11-12 19:00:00,1,35,20151112191
284,2015-11-12 20:00:00,1,38,20151112201
285,2015-11-12 21:00:00,1,34,20151112211
286,2015-11-12 22:00:00,1,30,20151112221
287,2015-11-12 23:00:00,1,27,20151112231
288,2015-11-13 00:00:00,1,24,20151113001
289,2015-11-13 01:00:00,1,21,20151113011
290,2015-11-13 02:00:00,1,16,20151113021
291,2015-11-13 03:00:00,1,16,20151113031
292,2015-11-13 04:00:00,1,13,20151113041
293,2015-11-13 05:00:00,1,11,20151113051
294,2015-11-13 06:00:00,1,13,20151113061
295,2015-11-13 07:00:00,1,15,20151113071
296,2015-11-13 08:00:00,1,17,20151113081
297,2015-11-13 09:00:00,1,18,20151113091
298,2015-11-13 10:00:00,1,24,20151113101
299,2015-11-13 11:00:00,1,41,20151113111
300,2015-11-13 12:00:00,1,29,20151113121
301,2015-11-13 13:00:00,1,25,20151113131
302,2015-11-13 14:00:00,1,25,20151113141
303,2015-11-13 15:00:00,1,26,20151113151
304,2015-11-13 16:00:00,1,25,20151113161
305,2015-11-13 17:00:00,1,24,20151113171
306,2015-11-13 18:00:00,1,26,20151113181
307,2015-11-13 19:00:00,1,24,20151113191
308,2015-11-13 20:00:00,1,28,20151113201
309,2015-11-13 21:00:00,1,22,20151113211
310,2015-11-13 22:00:00,1,23,20151113221
311,2015-11-13 23:00:00,1,18,20151113231
312,2015-11-14 00:00:00,1,21,20151114001
313,2015-11-14 01:00:00,1,20,20151114011
314,2015-11-14 02:00:00,1,15,20151114021
315,2015-11-14 03:00:00,1,13,20151114031
316,2015-11-14 04:00:00,1,10,20151114041
317,2015-11-14 05:00:00,1,10,20151114051
318,2015-11-14 06:00:00,1,12,20151114061
319,2015-11-14 07:00:00,1,9,20151114071
320,2015-11-14 08:00:00,1,11,20151114081
321,2015-11-14 09:00:00,1,15,20151114091
322,2015-11-14 10:00:00,1,16,20151114101
323,2015-11-14 11:00:00,1,16,20151114111
324,2015-11-14 12:00:00,1,12,20151114121
325,2015-11-14 13:00:00,1,11,20151114131
326,2015-11-14 14:00:00,1,14,20151114141
327,2015-11-14 15:00:00,1,16,20151114151
328,2015-11-14 16:00:00,1,18,20151114161
329,2015-11-14 17:00:00,1,13,20151114171
330,2015-11-14 18:00:00,1,17,20151114181
331,2015-11-14 19:00:00,1,15,20151114191
332,2015-11-14 20:00:00,1,19,20151114201
333,2015-11-14 21:00:00,1,15,20151114211
334,2015-11-14 22:00:00,1,19,20151114221
335,2015-11-14 23:00:00,1,15,20151114231
336,2015-11-15 00:00:00,1,15,20151115001
337,2015-11-15 01:00:00,1,13,20151115011
338,2015-11-15 02:00:00,1,14,20151115021
339,2015-11-15 03:00:00,1,10,20151115031
340,2015-11-15 04:00:00,1,8,20151115041
341,2015-11-15 05:00:00,1,9,20151115051
342,2015-11-15 06:00:00,1,9,20151115061
343,2015-11-15 07:00:00,1,9,20151115071
344,2015-11-15 08:00:00,1,9,20151115081
345,2015-11-15 09:00:00,1,16,20151115091
346,2015-11-15 10:00:00,1,18,20151115101
347,2015-11-15 11:00:00,1,18,20151115111
348,2015-11-15 12:00:00,1,17,20151115121
349,2015-11-15 13:00:00,1,18,20151115131
350,2015-11-15 14:00:00,1,14,20151115141
351,2015-11-15 15:00:00,1,15,20151115151
352,2015-11-15 16:00:00,1,13,20151115161
353,2015-11-15 17:00:00,1,15,20151115171
354,2015-11-15 18:00:00,1,19,20151115181
355,2015-11-15 19:00:00,1,18,20151115191
356,2015-11-15 20:00:00,1,21,20151115201
357,2015-11-15 21:00:00,1,17,20151115211
358,2015-11-15 22:00:00,1,17,20151115221
359,2015-11-15 23:00:00,1,15,20151115231
360,2015-11-16 00:00:00,1,17,20151116001
361,2015-11-16 01:00:00,1,14,20151116011
362,2015-11-16 02:00:00,1,13,20151116021
363,2015-11-16 03:00:00,1,15,20151116031
364,2015-11-16 04:00:00,1,12,20151116041
365,2015-11-16 05:00:00,1,12,20151116051
366,2015-11-16 06:00:00,1,13,20151116061
367,2015-11-16 07:00:00,1,14,20151116071
368,2015-11-16 08:00:00,1,13,20151116081
369,2015-11-16 09:00:00,1,16,20151116091
370,2015-11-16 10:00:00,1,26,20151116101
371,2015-11-16 11:00:00,1,21,20151116111
372,2015-11-16 12:00:00,1,26,20151116121
373,2015-11-16 13:00:00,1,24,20151116131
374,2015-11-16 14:00:00,1,26,20151116141
375,2015-11-16 15:00:00,1,22,20151116151
376,2015-11-16 16:00:00,1,24,20151116161
377,2015-11-16 17:00:00,1,26,20151116171
378,2015-11-16 18:00:00,1,23,20151116181
379,2015-11-16 19:00:00,1,29,20151116191
380,2015-11-16 20:00:00,1,31,20151116201
381,2015-11-16 21:00:00,1,27,20151116211
382,2015-11-16 22:00:00,1,27,20151116221
383,2015-11-16 23:00:00,1,26,20151116231
384,2015-11-17 00:00:00,1,23,20151117001
385,2015-11-17 01:00:00,1,21,20151117011
386,2015-11-17 02:00:00,1,19,20151117021
387,2015-11-17 03:00:00,1,16,20151117031
388,2015-11-17 04:00:00,1,11,20151117041
389,2015-11-17 05:00:00,1,11,20151117051
390,2015-11-17 06:00:00,1,15,20151117061
391,2015-11-17 07:00:00,1,12,20151117071
392,2015-11-17 08:00:00,1,12,20151117081
393,2015-11-17 09:00:00,1,18,20151117091
394,2015-11-17 10:00:00,1,31,20151117101
395,2015-11-17 11:00:00,1,42,20151117111
396,2015-11-17 12:00:00,1,37,20151117121
397,2015-11-17 13:00:00,1,30,20151117131
398,2015-11-17 14:00:00,1,33,20151117141
399,2015-11-17 15:00:00,1,28,20151117151
400,2015-11-17 16:00:00,1,29,20151117161
401,2015-11-17 17:00:00,1,28,20151117171
402,2015-11-17 18:00:00,1,28,20151117181
403,2015-11-17 19:00:00,1,31,20151117191
404,2015-11-17 20:00:00,1,28,20151117201
405,2015-11-17 21:00:00,1,26,20151117211
406,2015-11-17 22:00:00,1,26,20151117221
407,2015-11-17 23:00:00,1,27,20151117231
408,2015-11-18 00:00:00,1,24,20151118001
409,2015-11-18 01:00:00,1,23,20151118011
410,2015-11-18 02:00:00,1,20,20151118021
411,2015-11-18 03:00:00,1,19,20151118031
412,2015-11-18 04:00:00,1,20,20151118041
413,2015-11-18 05:00:00,1,16,20151118051
414,2015-11-18 06:00:00,1,19,20151118061
415,2015-11-18 07:00:00,1,16,20151118071
416,2015-11-18 08:00:00,1,17,20151118081
417,2015-11-18 09:00:00,1,19,20151118091
418,2015-11-18 10:00:00,1,30,20151118101
419,2015-11-18 11:00:00,1,44,20151118111
420,2015-11-18 12:00:00,1,35,20151118121
421,2015-11-18 13:00:00,1,34,20151118131
422,2015-11-18 14:00:00,1,31,20151118141
423,2015-11-18 15:00:00,1,31,20151118151
424,2015-11-18 16:00:00,1,28,20151118161
425,2015-11-18 17:00:00,1,34,20151118171
426,2015-11-18 18:00:00,1,37,20151118181
427,2015-11-18 19:00:00,1,37,20151118191
428,2015-11-18 20:00:00,1,34,20151118201
429,2015-11-18 21:00:00,1,31,20151118211
430,2015-11-18 22:00:00,1,29,20151118221
431,2015-11-18 23:00:00,1,28,20151118231
432,2015-11-19 00:00:00,1,32,20151119001
433,2015-11-19 01:00:00,1,23,20151119011
434,2015-11-19 02:00:00,1,20,20151119021
435,2015-11-19 03:00:00,1,16,20151119031
436,2015-11-19 04:00:00,1,18,20151119041
437,2015-11-19 05:00:00,1,17,20151119051
438,2015-11-19 06:00:00,1,16,20151119061
439,2015-11-19 07:00:00,1,17,20151119071
440,2015-11-19 08:00:00,1,18,20151119081
441,2015-11-19 09:00:00,1,25,20151119091
442,2015-11-19 10:00:00,1,31,20151119101
443,2015-11-19 11:00:00,1,32,20151119111
444,2015-11-19 12:00:00,1,31,20151119121
445,2015-11-19 13:00:00,1,29,20151119131
446,2015-11-19 14:00:00,1,31,20151119141
447,2015-11-19 15:00:00,1,31,20151119151
448,2015-11-19 16:00:00,1,30,20151119161
449,2015-11-19 17:00:00,1,28,20151119171
450,2015-11-19 18:00:00,1,29,20151119181
451,2015-11-19 19:00:00,1,36,20151119191
452,2015-11-19 20:00:00,1,29,20151119201
453,2015-11-19 21:00:00,1,28,20151119211
454,2015-11-19 22:00:00,1,30,20151119221
455,2015-11-19 23:00:00,1,29,20151119231
456,2015-11-20 00:00:00,1,24,20151120001
457,2015-11-20 01:00:00,1,20,20151120011
458,2015-11-20 02:00:00,1,15,20151120021
459,2015-11-20 03:00:00,1,14,20151120031
460,2015-11-20 04:00:00,1,13,20151120041
461,2015-11-20 05:00:00,1,8,20151120051
462,2015-11-20 06:00:00,1,12,20151120061
463,2015-11-20 07:00:00,1,14,20151120071
464,2015-11-20 08:00:00,1,15,20151120081
465,2015-11-20 09:00:00,1,20,20151120091
466,2015-11-20 10:00:00,1,26,20151120101
467,2015-11-20 11:00:00,1,26,20151120111
468,2015-11-20 12:00:00,1,26,20151120121
469,2015-11-20 13:00:00,1,21,20151120131
470,2015-11-20 14:00:00,1,26,20151120141
471,2015-11-20 15:00:00,1,29,20151120151
472,2015-11-20 16:00:00,1,20,20151120161
473,2015-11-20 17:00:00,1,22,20151120171
474,2015-11-20 18:00:00,1,25,20151120181
475,2015-11-20 19:00:00,1,27,20151120191
476,2015-11-20 20:00:00,1,26,20151120201
477,2015-11-20 21:00:00,1,24,20151120211
478,2015-11-20 22:00:00,1,25,20151120221
479,2015-11-20 23:00:00,1,21,20151120231
480,2015-11-21 00:00:00,1,17,20151121001
481,2015-11-21 01:00:00,1,16,20151121011
482,2015-11-21 02:00:00,1,15,20151121021
483,2015-11-21 03:00:00,1,15,20151121031
484,2015-11-21 04:00:00,1,15,20151121041
485,2015-11-21 05:00:00,1,8,20151121051
486,2015-11-21 06:00:00,1,12,20151121061
487,2015-11-21 07:00:00,1,13,20151121071
488,2015-11-21 08:00:00,1,12,20151121081
489,2015-11-21 09:00:00,1,16,20151121091
490,2015-11-21 10:00:00,1,18,20151121101
491,2015-11-21 11:00:00,1,17,20151121111
492,2015-11-21 12:00:00,1,18,20151121121
493,2015-11-21 13:00:00,1,15,20151121131
494,2015-11-21 14:00:00,1,21,20151121141
495,2015-11-21 15:00:00,1,18,20151121151
496,2015-11-21 16:00:00,1,17,20151121161
497,2015-11-21 17:00:00,1,17,20151121171
498,2015-11-21 18:00:00,1,19,20151121181
499,2015-11-21 19:00:00,1,22,20151121191
500,2015-11-21 20:00:00,1,18,20151121201
501,2015-11-21 21:00:00,1,17,20151121211
502,2015-11-21 22:00:00,1,22,20151121221
503,2015-11-21 23:00:00,1,17,20151121231
504,2015-11-22 00:00:00,1,15,20151122001
505,2015-11-22 01:00:00,1,15,20151122011
506,2015-11-22 02:00:00,1,11,20151122021
507,2015-11-22 03:00:00,1,12,20151122031
508,2015-11-22 04:00:00,1,11,20151122041
509,2015-11-22 05:00:00,1,8,20151122051
510,2015-11-22 06:00:00,1,11,20151122061
511,2015-11-22 07:00:00,1,9,20151122071
512,2015-11-22 08:00:00,1,8,20151122081
513,2015-11-22 09:00:00,1,15,20151122091
514,2015-11-22 10:00:00,1,18,20151122101
515,2015-11-22 11:00:00,1,18,20151122111
516,2015-11-22 12:00:00,1,20,20151122121
517,2015-11-22 13:00:00,1,20,20151122131
518,2015-11-22 14:00:00,1,20,20151122141
519,2015-11-22 15:00:00,1,15,20151122151
520,2015-11-22 16:00:00,1,16,20151122161
521,2015-11-22 17:00:00,1,16,20151122171
522,2015-11-22 18:00:00,1,21,20151122181
523,2015-11-22 19:00:00,1,27,20151122191
524,2015-11-22 20:00:00,1,26,20151122201
525,2015-11-22 21:00:00,1,24,20151122211
526,2015-11-22 22:00:00,1,20,20151122221
527,2015-11-22 23:00:00,1,20,20151122231
528,2015-11-23 00:00:00,1,21,20151123001
529,2015-11-23 01:00:00,1,14,20151123011
530,2015-11-23 02:00:00,1,16,20151123021
531,2015-11-23 03:00:00,1,14,20151123031
532,2015-11-23 04:00:00,1,11,20151123041
533,2015-11-23 05:00:00,1,11,20151123051
534,2015-11-23 06:00:00,1,9,20151123061
535,2015-11-23 07:00:00,1,12,20151123071
536,2015-11-23 08:00:00,1,16,20151123081
537,2015-11-23 09:00:00,1,26,20151123091
538,2015-11-23 10:00:00,1,33,20151123101
539,2015-11-23 11:00:00,1,35,20151123111
540,2015-11-23 12:00:00,1,33,20151123121
541,2015-11-23 13:00:00,1,32,20151123131
542,2015-11-23 14:00:00,1,28,20151123141
543,2015-11-23 15:00:00,1,33,20151123151
544,2015-11-23 16:00:00,1,27,20151123161
545,2015-11-23 17:00:00,1,24,20151123171
546,2015-11-23 18:00:00,1,27,20151123181
547,2015-11-23 19:00:00,1,29,20151123191
548,2015-11-23 20:00:00,1,26,20151123201
549,2015-11-23 21:00:00,1,27,20151123211
550,2015-11-23 22:00:00,1,28,20151123221
551,2015-11-23 23:00:00,1,26,20151123231
552,2015-11-24 00:00:00,1,23,20151124001
553,2015-11-24 01:00:00,1,19,20151124011
554,2015-11-24 02:00:00,1,18,20151124021
555,2015-11-24 03:00:00,1,13,20151124031
556,2015-11-24 04:00:00,1,12,20151124041
557,2015-11-24 05:00:00,1,13,20151124051
558,2015-11-24 06:00:00,1,16,20151124061
559,2015-11-24 07:00:00,1,17,20151124071
560,2015-11-24 08:00:00,1,23,20151124081
561,2015-11-24 09:00:00,1,26,20151124091
562,2015-11-24 10:00:00,1,29,20151124101
563,2015-11-24 11:00:00,1,28,20151124111
564,2015-11-24 12:00:00,1,31,20151124121
565,2015-11-24 13:00:00,1,23,20151124131
566,2015-11-24 14:00:00,1,28,20151124141
567,2015-11-24 15:00:00,1,25,20151124151
568,2015-11-24 16:00:00,1,24,20151124161
569,2015-11-24 17:00:00,1,27,20151124171
570,2015-11-24 18:00:00,1,28,20151124181
571,2015-11-24 19:00:00,1,24,20151124191
572,2015-11-24 20:00:00,1,29,20151124201
573,2015-11-24 21:00:00,1,26,20151124211
574,2015-11-24 22:00:00,1,25,20151124221
575,2015-11-24 23:00:00,1,23,20151124231
576,2015-11-25 00:00:00,1,21,20151125001
577,2015-11-25 01:00:00,1,16,20151125011
578,2015-11-25 02:00:00,1,16,20151125021
579,2015-11-25 03:00:00,1,15,20151125031
580,2015-11-25 04:00:00,1,11,20151125041
